Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
12/4/2013,52,44,36,31,25,18,64,45,26,30.11,30.05,29.97,10,10,10,8,3,21.0,0,0,,303,94301
12/5/2013,51,40,29,25,20,14,70,46,22,30.19,30.15,30.11,10,10,10,7,2,14.0,0,0,,341,94301
12/6/2013,56,45,33,47,31,22,77,58,38,30.22,30.13,29.95,10,10,5,13,6,20.0,0.08,4,Rain,167,94301
12/7/2013,51,43,34,46,30,24,86,63,39,30.27,30.13,29.95,10,10,10,18,7,25.0,0.08,1,,294,94301
12/8/2013,46,39,32,31,24,19,82,60,37,30.35,30.29,30.25,10,10,10,24,6,28.0,0,0,,349,94301
12/9/2013,51,40,29,25,19,13,64,45,26,30.43,30.39,30.34,10,10,10,18,4,23.0,0,0,,5,94301
12/10/2013,53,41,29,30,26,22,76,57,38,30.42,30.31,30.23,10,10,10,7,1,10.0,0,0,,328,94301
12/11/2013,56,44,32,32,29,26,76,56,35,30.27,30.22,30.19,10,10,10,7,1,18.0,0,0,,343,94301
12/12/2013,59,46,33,37,31,27,82,58,33,30.29,30.24,30.19,10,9,7,6,1,29.0,0,0,,324,94301
12/13/2013,60,48,35,42,36,31,85,65,44,30.36,30.3,30.26,10,9,8,14,2,31.0,0,2,,314,94301
12/14/2013,61,48,34,40,34,31,85,61,36,30.42,30.36,30.33,10,10,10,7,1,15.0,0,0,,351,94301
12/15/2013,61,48,35,38,35,31,85,62,39,30.38,30.31,30.26,10,9,7,7,1,17.0,0,0,,356,94301
12/16/2013,67,53,38,39,35,33,85,57,29,30.25,30.19,30.14,10,9,7,7,1,26.0,0,0,,65,94301
12/17/2013,61,51,41,41,37,34,79,59,39,30.19,30.12,30.06,10,6,3,7,1,8.0,0,0,,346,94301
12/18/2013,58,51,43,46,42,39,86,72,57,30.04,29.93,29.82,10,8,6,10,2,26.0,T,0,,324,94301
12/19/2013,59,52,44,43,36,22,92,64,36,29.96,29.84,29.76,10,10,10,17,5,26.0,0,1,,287,94301
12/20/2013,61,50,38,28,19,4,54,32,10,30.04,30.0,29.96,10,10,10,9,1,10.0,0,0,,340,94301
12/21/2013,60,49,37,47,38,26,93,73,53,30.1,30.04,30.0,10,10,10,15,3,18.0,0,0,,358,94301
12/22/2013,68,53,37,45,38,33,100,64,27,30.3,30.21,30.11,10,8,0,8,1,13.0,0,1,Fog,316,94301
12/23/2013,62,51,40,43,39,35,85,66,46,30.4,30.36,30.31,10,10,7,8,2,12.0,0,0,,329,94301
12/24/2013,71,56,40,42,38,35,86,59,31,30.36,30.28,30.22,10,9,7,9,2,12.0,0,0,,292,94301
12/25/2013,65,52,38,42,38,35,85,61,37,30.31,30.26,30.21,10,10,10,7,1,9.0,0,0,,314,94301
12/26/2013,68,53,37,43,38,34,85,60,34,30.28,30.23,30.18,10,10,8,7,1,8.0,0,0,,335,94301
12/27/2013,59,49,39,42,38,34,85,68,51,30.25,30.2,30.14,10,8,5,8,1,10.0,0,0,,350,94301
12/28/2013,67,52,36,42,35,30,92,60,28,30.17,30.11,30.05,10,9,6,9,2,12.0,0,0,,331,94301
12/29/2013,68,55,41,32,26,19,62,39,16,30.19,30.14,30.11,10,10,10,10,2,16.0,0,0,,299,94301
12/30/2013,63,50,37,36,33,28,70,49,27,30.27,30.24,30.2,10,10,8,8,1,9.0,0,0,,343,94301
12/31/2013,59,49,39,43,39,35,100,80,59,30.3,30.24,30.17,10,4,0,14,2,16.0,0,4,Fog,317,94301
1/1/2014,59,48,36,42,36,32,85,63,40,30.23,30.19,30.14,10,8,6,8,1,12.0,0,0,,348,94301
1/2/2014,66,53,39,40,36,34,79,57,34,30.19,30.13,30.07,10,10,8,7,1,9.0,0,0,,352,94301
1/3/2014,62,52,42,40,37,34,71,55,39,30.09,30.03,29.98,10,10,8,8,1,8.0,0,0,,359,94301
1/4/2014,67,54,40,46,36,26,92,59,25,30.1,30.04,30.0,10,10,7,12,3,15.0,0,0,,298,94301
1/5/2014,66,51,36,35,30,25,65,46,26,30.23,30.17,30.1,10,10,10,7,1,12.0,0,0,,343,94301
1/6/2014,61,51,40,40,36,31,73,58,42,30.3,30.23,30.18,10,10,9,8,1,9.0,0,0,,355,94301
1/7/2014,62,53,43,43,41,36,80,62,43,30.23,30.19,30.15,10,9,6,9,2,9.0,0,2,,334,94301
